subject,word,category,span,total_years_present,span_start,total_years,coverage_pct,total_topic_hits,avg_topics_when_present,topic_counts_per_year,presence
cs,images,emerging,15,17,2011,26,65.4,160,9.41,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 2, 3, 5, 10, 12, 10, 20, 15, 16, 16, 17, 18, 11]",········██·███████████████
cs,methods,emerging,3,8,2021,26,30.8,12,1.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 1, 0, 0, 0, 1, 2, 2, 0, 1]",············█·█·██···███·█
cs,art,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,data,emerging,20,24,2006,26,92.3,237,9.88,"[0, 1, 3, 1, 1, 0, 1, 1, 2, 2, 6, 4, 6, 4, 5, 3, 5, 15, 15, 19, 22, 21, 24, 26, 25, 25]",·████·████████████████████
cs,task,emerging,12,14,2014,26,53.8,46,3.29,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 3, 2, 5, 6, 5, 10, 5, 3, 1]",·█···█········████████████
cs,human,emerging,13,14,2013,26,53.8,60,4.29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 1, 2, 2, 2, 7, 6, 5, 8, 6, 10, 5]",·········█···█████████████
cs,3d,emerging,13,15,2013,26,57.7,98,6.53,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 2, 2, 9, 10, 8, 9, 8, 11, 11, 12, 11]",·······█···█·█████████████
cs,multi,emerging,7,11,2019,26,42.3,20,1.82,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 3, 2, 4, 1, 2, 3]",·····█····█·█·█····███████
cs,ai,emerging,10,10,2016,26,38.5,48,4.8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 4, 2, 6, 6, 11, 12]",················██████████
cs,trained,emerging,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,results,stable,1,2,2002,26,7.7,2,1.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··█···········█···········
cs,using,stable,1,1,2012,26,3.8,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",············█·············
cs,analysis,stable,3,8,2023,26,30.8,8,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1]",······█·······█··█·██··███
cs,based,stable,9,11,2017,26,42.3,28,2.55,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 3, 2, 6, 4, 3, 5]",·█·········█·····█████████
cs,language,stable,15,22,2011,26,84.6,202,9.18,"[2, 4, 2, 3, 1, 0, 1, 1, 0, 0, 0, 2, 2, 1, 2, 4, 7, 6, 10, 12, 14, 15, 16, 31, 33, 33]",█████·██···███████████████
cs,time,stable,6,13,2020,26,50.0,16,1.23,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1, 2]",·██·█····█···██··█··██████
cs,applications,stable,1,1,2011,26,3.8,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",···········█··············
cs,techniques,stable,1,1,2004,26,3.8,1,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",····█·····················
cs,different,stable,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,approach,stable,2,3,2017,26,11.5,3,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",█················██·······
cs,optimal,stable,6,16,2020,26,61.5,19,1.19,"[0, 1, 2, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 2, 1, 1, 1, 1]",·██····█·██·████·█··██████
cs,communication,stable,5,11,2021,26,42.3,15,1.36,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 2, 1]",█·█·····████·········█████
cs,non,stable,1,1,2014,26,3.8,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··············█···········
cs,distribution,stable,3,7,2023,26,26.9,8,1.14,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 1]",··█······█······█····█·███
cs,space,stable,6,11,2004,26,42.3,11,1.0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",····██████······██··█·█·█·
cs,use,stable,1,1,2001,26,3.8,1,1.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",·█························
cs,rate,stable,8,17,2005,26,65.4,30,1.76,"[1, 0, 0, 0, 0, 1, 1, 2, 3, 1, 1, 2, 5, 0, 3, 1, 0, 2, 1, 1, 0, 2, 0, 0, 1, 2]",█····████████·██·███·█··██
cs,model,stable,17,21,2009,26,80.8,241,11.48,"[0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 2, 3, 5, 2, 5, 8, 7, 21, 12, 18, 22, 28, 33, 39, 29]",··████···█████████████████
cs,control,stable,8,13,2018,26,50.0,26,2.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 3, 3, 3, 2, 3, 3, 2]",·····█····█·█··██·████████
cs,design,stable,1,4,2004,26,15.4,4,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",····█·········█·····█··█··
cs,logic,decaying,6,17,2000,26,65.4,28,1.65,"[4, 3, 1, 2, 1, 1, 0, 0, 1, 0, 2, 2, 0, 2, 1, 2, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0]",██████··█·██·███·█·█·██·█·
cs,quantum,decaying,14,19,2012,26,73.1,29,1.53,"[0, 1, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 3, 2, 1, 2]",·█···█·██·█·██████████████
cs,programs,decaying,5,14,2017,26,53.8,16,1.14,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 1]",█··█··█···█··█·█·█████·███
cs,algorithm,decaying,9,19,2017,26,73.1,46,2.42,"[0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 2, 5, 2, 0, 1, 0, 4, 3, 2, 3, 2, 4, 3, 4, 3]",·█·█·███··████·█·█████████
cs,programming,decaying,5,15,2001,26,57.7,20,1.33,"[0, 3, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 1, 1, 1, 0, 0, 1, 0, 2, 1, 1]",·█████·██····█··███··█·███
cs,theory,decaying,1,2,2006,26,7.7,2,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",······█·····█·············
cs,codes,decaying,25,25,2001,26,96.2,76,3.04,"[0, 1, 2, 2, 5, 5, 4, 4, 3, 2, 2, 3, 3, 4, 4, 2, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3]",·█████████████████████████
cs,problem,decaying,10,24,2016,26,92.3,49,2.04,"[1, 1, 2, 2, 1, 1, 1, 0, 1, 1, 2, 1, 1, 2, 2, 0, 4, 2, 4, 3, 3, 2, 3, 3, 2, 4]",███████·███████·██████████
cs,complexity,decaying,3,15,2004,26,57.7,18,1.2,"[0, 1, 1, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 2, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",·██·███·██··█·██··██·█·█·█
cs,semantics,decaying,2,6,2010,26,23.1,6,1.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",·······█··██·····█··█·█···
cs,constraint,decaying,3,3,2000,26,11.5,3,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",███·······················
cs,program,decaying,12,16,2014,26,61.5,19,1.19,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1]",·██···█·····█·████████████
cs,rules,decaying,2,10,2000,26,38.5,10,1.0,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",██··█···█·█··██··█··█····█
cs,finite,decaying,1,7,2001,26,26.9,7,1.0,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",·█·█··█··█·█··········█·█·
cs,paper,decaying,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
cs,number,decaying,1,1,2011,26,3.8,1,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",···········█··············
cs,web,decaying,11,17,2009,26,65.4,28,1.65,"[3, 2, 3, 2, 0, 0, 0, 0, 0, 1, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",████·····███████████····██
cs,problems,decaying,3,10,2009,26,38.5,11,1.1,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0]",·█··█·█··███···█···██··█··
cs,polynomial,decaying,7,17,2009,26,65.4,33,1.94,"[0, 0, 2, 0, 0, 1, 0, 1, 0, 4, 3, 1, 1, 4, 1, 1, 0, 1, 0, 1, 3, 0, 1, 3, 3, 2]",··█··█·█·███████·█·██·████
cs,presented,decaying,0,0,-1,26,0.0,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",··························
